suite_name,run,host_idx,exp_name,mpc.script_name,mpc_type,network_type,mpc.protocol_setup,mpc.domain,mpc.script_args.dataset,consistency_args.type,mpc_time_s,auditing_overhead_s,auditing_overhead_bytes,global_data_sent_bytes,n_rounds
audit_knnshapley_wan,3,1,audit_sample_knnshapley_wan,audit_sample_knnshapley,sh,wan,semi_honest_3,ring_split,mnist_full,sha3s,22544.931,1388489.1380730986,186501950400.0,309800759000.0,168375
audit_knnshapley_wan,3,2,audit_sample_knnshapley_wan,audit_sample_knnshapley,sh,wan,semi_honest_3,ring_split,mnist_full,sha3s,22544.8453,1388489.1380726455,186501950400.0,309800759000.0,174455
audit_knnshapley_wan,5,0,audit_sample_knnshapley_wan,audit_sample_knnshapley,sh,wan,semi_honest_3,ring_split,cifar_alexnet,sha3s,33622.6618,4557038.885562518,585966950400.0,329598317000.0,304660
audit_knnshapley_wan,5,1,audit_sample_knnshapley_wan,audit_sample_knnshapley,sh,wan,semi_honest_3,ring_split,cifar_alexnet,sha3s,33621.66650000001,4557038.885562264,585966950400.0,329598317000.0,297235
audit_knnshapley_wan,5,2,audit_sample_knnshapley_wan,audit_sample_knnshapley,sh,wan,semi_honest_3,ring_split,cifar_alexnet,sha3s,33622.6623,4557038.885562845,585966950400.0,329598317000.0,304657
audit_knnshapley_wan,7,0,audit_sample_knnshapley_wan,audit_sample_knnshapley,sh,wan,semi_honest_3,ring_split,adult,cerebro,2877.18995,10200.439686618,587371332.0,1205881026.0,17378
audit_knnshapley_wan,7,1,audit_sample_knnshapley_wan,audit_sample_knnshapley,sh,wan,semi_honest_3,ring_split,adult,cerebro,2877.83347,10200.091457486,587371332.0,1205881026.0,17325
audit_knnshapley_wan,7,2,audit_sample_knnshapley_wan,audit_sample_knnshapley,sh,wan,semi_honest_3,ring_split,adult,cerebro,2877.7267199999997,10200.192544607,587371332.0,1205881026.0,17378
audit_knnshapley_wan,9,0,audit_sample_knnshapley_wan,audit_sample_knnshapley,sh,wan,semi_honest_3,ring_split,mnist_full,cerebro,22511.68195,10342.939069897999,11102299428.0,309800759000.0,174458
audit_knnshapley_wan,9,1,audit_sample_knnshapley_wan,audit_sample_knnshapley,sh,wan,semi_honest_3,ring_split,mnist_full,cerebro,22515.4681,10342.808239262,11102299428.0,309800759000.0,168375
audit_knnshapley_wan,9,2,audit_sample_knnshapley_wan,audit_sample_knnshapley,sh,wan,semi_honest_3,ring_split,mnist_full,cerebro,22515.3859,10343.262067253998,11102299428.0,309800759000.0,174455
audit_knnshapley_wan,11,0,audit_sample_knnshapley_wan,audit_sample_knnshapley,sh,wan,semi_honest_3,ring_split,cifar_alexnet,cerebro,33643.609000000004,10675.868108108001,36805982340.0,329598317000.0,304660
